Santo_Antônio_do_Pinhal	-22° 49' 38''	-45° 39' 45''
São_Bento_do_Sapucaí	-22° 41' 20''	-45° 43' 51''
Santo_Expedito	-21° 51' 02''	-51° 23' 32''
Santópolis_do_Aguapeí	-21° 38' 15''	-50° 30' 01''
Santo_Antônio_do_Jardim	-22° 11' 34''	-46° 44' 48''
Santo_Antônio_do_Aracanguá	-20° 56' 12''	-50° 29' 44''
Santo_Antônio_de_Posse	-22° 36' 22''	-46° 55' 10''
Santo_Antônio_da_Alegria	-21° 05' 13''	-47° 09' 04''
Santana_de_Parnaíba	-23° 26' 39''	-46° 55' 04''
Santo_Anastácio	-21° 50' 18''	-51° 36' 37''
Santo_André	-23° 39' 50''	-46° 32' 18''
Santa_Salete	-20° 14' 41''	-50° 41' 18''
Santana_da_Ponte_Pensa	-20° 15' 11''	-50° 47' 50''
Santa_Rosa_de_Viterbo	-21° 28' 22''	-47° 21' 47''
Santa_Rita_do_Passa_Quatro	-21° 42' 37''	-47° 28' 41''
Santa_Maria_da_Serra	-22° 34' 02''	-48° 09' 38''
Santa_Mercedes	-21° 21' 03''	-51° 45' 19''
Santa_Lúcia	-21° 41' 06''	-48° 05' 03''
Santa_Isabel	-23° 18' 56''	-46° 13' 17''
Santa_Fé_do_Sul	-20° 12' 40''	-50° 55' 33''
Santa_Gertrudes	-22° 27' 24''	-47° 31' 49''
Santa_Ernestina	-21° 27' 46''	-48° 23' 27''
Santa_Cruz_do_Rio_Pardo	-22° 53' 56''	-49° 37' 57''
Santa_Cruz_das_Palmeiras	-21° 49' 37''	-47° 14' 55''
Santa_Cruz_da_Esperança	-21° 17' 27''	-47° 25' 47''
Santa_Cruz_da_Conceição	-22° 08' 25''	-47° 27' 07''
Santa_Branca	-23° 23' 48''	-45° 53' 02''
Santa_Adélia	-21° 14' 34''	-48° 48' 15''
Santa_Albertina	-20° 01' 55''	-50° 43' 40''
Salto_Grande	-22° 53' 34''	-49° 59' 08''
Sandovalina	-22° 27' 22''	-51° 45' 47''
Salto_de_Pirapora	-23° 38' 56''	-47° 34' 24''
Salto	-23° 12' 03''	-47° 17' 13''
Salmourão	-21° 37' 27''	-50° 51' 38''
Saltinho	-22° 50' 48''	-47° 40' 37''
Salesópolis	-23° 31' 56''	-45° 50' 47''
Sales_Oliveira	-20° 46' 19''	-47° 50' 17''
Sales	-21° 20' 28''	-49° 29' 07''
Sagres	-21° 53' 01''	-50° 57' 22''
Roseira	-22° 53' 53''	-45° 18' 19''
Sabino	-21° 27' 35''	-49° 34' 42''
Rubinéia	-20° 10' 46''	-51° 00' 08''
Rubiácea	-21° 18' 02''	-50° 43' 36''
Rosana	-22° 34' 47''	-53° 03' 33''
Riversul	-23° 49' 42''	-49° 25' 45''
Riolândia	-19° 58' 51''	-49° 40' 55''
Rio_Grande_da_Serra	-23° 44' 39''	-46° 23' 54''
Rio_das_Pedras	-22° 50' 36''	-47° 36' 22''
Rio_Claro	-22° 24' 41''	-47° 33' 41''
Rincão	-21° 35' 13''	-48° 04' 15''
Rifaina	-20° 04' 50''	-47° 25' 17''
Ribeirão_Preto	-21° 10' 39''	-47° 48' 37''
Rinópolis	-21° 43' 33''	-50° 43' 20''
Ribeirão_Pires	-23° 42' 38''	-46° 24' 48''
Ribeirão_Grande	-24° 05' 57''	-48° 21' 55''
Ribeirão_dos_Índios	-21° 58' 33''	-51° 39' 05''
Ribeirão_Branco	-24° 13' 15''	-48° 45' 56''
Ribeirão_do_Sul	-22° 47' 03''	-49° 56' 01''
Ribeirão_Bonito	-22° 04' 00''	-48° 10' 34''
Ribeira	-24° 39' 25''	-49° 00' 32''
Ribeirão_Corrente	-20° 27' 25''	-47° 35' 25''
Restinga	-20° 36' 12''	-47° 28' 58''
Presidente_Alves	-22° 06' 00''	-49° 26' 17''
Pratânia	-22° 48' 30''	-48° 39' 58''
Porto_Ferreira	-21° 51' 14''	-47° 28' 45''
Pracinha	-21° 51' 04''	-51° 05' 12''
Praia_Grande	-24° 00' 21''	-46° 24' 10''
Pradópolis	-21° 21' 34''	-48° 03' 56''
Potirendaba	-21° 02' 34''	-49° 22' 38''
Potim	-22° 50' 34''	-45° 15' 05''
Porto_Feliz	-23° 12' 53''	-47° 31' 26''
Porangaba	-23° 10' 33''	-48° 07' 30''
Populina	-19° 55' 58''	-50° 32' 15''
Pontalinda	-20° 26' 27''	-50° 31' 24''
Pontes_Gestal	-20° 10' 00''	-49° 42' 12''
Pontal	-21° 01' 21''	-48° 02' 14''
Tietê	-23° 06' 07''	-47° 42' 53''
Taquarivaí	-23° 55' 28''	-48° 41' 35''
Tatuí	-23° 21' 20''	-47° 51' 25''
Tejupá	-23° 20' 34''	-49° 22' 35''
Tarumã	-22° 44' 48''	-50° 34' 38''
Teodoro_Sampaio	-22° 31' 57''	-52° 10' 03''
Tarabai	-22° 18' 09''	-51° 33' 33''
Terra_Roxa	-20° 47' 20''	-48° 19' 47''
Taubaté	-23° 01' 35''	-45° 33' 19''
Taquarituba	-23° 31' 59''	-49° 14' 40''
Taquaritinga	-21° 24' 22''	-48° 30' 17''
Viradouro	-20° 52' 23''	-48° 17' 49''
Zacarias	-21° 03' 08''	-50° 03' 03''
Vista_Alegre_do_Alto	-21° 10' 14''	-48° 37' 45''
Vitória_Brasil	-20° 11' 48''	-50° 29' 04''
Votorantim	-23° 32' 48''	-47° 26' 16''
Votuporanga	-20° 25' 22''	-49° 58' 22''
Vinhedo	-23° 01' 47''	-46° 58' 31''
Vera_Cruz	-22° 13' 11''	-49° 49' 10''
Várzea_Paulista	-23° 12' 41''	-46° 49' 42''
Vargem_Grande_Paulista	-23° 36' 12''	-47° 01' 35''
Valparaíso	-21° 13' 40''	-50° 52' 06''
Vargem_Grande_do_Sul	-21° 49' 56''	-46° 53' 37''
Vargem	-22° 53' 20''	-46° 24' 49''
Valentim_Gentil	-20° 25' 20''	-50° 05' 15''
Valinhos	-22° 58' 14''	-46° 59' 45''
Urupês	-21° 12' 06''	-49° 17' 24''
Uru	-21° 47' 02''	-49° 16' 51''
Urânia	-20° 14' 46''	-50° 38' 35''
União_Paulista	-20° 53' 14''	-49° 53' 50''
Uchoa	-20° 57' 10''	-49° 10' 29''
Ubatuba	-23° 26' 02''	-45° 04' 16''
Ubirajara	-22° 31' 36''	-49° 39' 47''
Turmalina	-20° 03' 06''	-50° 28' 34''
Ubarana	-21° 09' 56''	-49° 43' 03''
Turiúba	-20° 56' 00''	-50° 06' 27''
Tupi_Paulista	-21° 22' 52''	-51° 34' 14''
Tuiuti	-22° 48' 59''	-46° 41' 37''
Três_Fronteiras	-20° 14' 06''	-50° 53' 25''
Torrinha	-22° 25' 34''	-48° 10' 09''
Tupã	-21° 56' 05''	-50° 30' 49''
Tremembé	-22° 57' 30''	-45° 32' 58''
Trabiju	-22° 02' 30''	-48° 20' 08''
Torre_de_Pedra	-23° 14' 40''	-48° 11' 41''
Timburi	-23° 12' 19''	-49° 36' 24''
